Sample	Unique Reads	Duplicate Reads
qc | fastqc-novaseq | Plate_6_B9_22NG7YLT3_S605_L008_R2_001	337315.0	717980.0
qc | fastqc-novaseq | Plate_6_C10_22NG7YLT3_S670_L008_R1_001	667003.0	1245499.0
qc | fastqc-novaseq | Plate_6_C10_22NG7YLT3_S670_L008_R2_001	611443.0	1301059.0
qc | fastqc-novaseq | Plate_6_C11_22NG7YLT3_S734_L008_R1_001	358870.0	623604.0
qc | fastqc-novaseq | Plate_6_C11_22NG7YLT3_S734_L008_R2_001	343793.0	638681.0
qc | fastqc-novaseq | Plate_6_C1_22NG7YLT3_S43_L008_R1_001	7177.0	4090.0
qc | fastqc-novaseq | Plate_6_C1_22NG7YLT3_S43_L008_R2_001	7130.0	4137.0
qc | fastqc-novaseq | Plate_6_C2_22NG7YLT3_S115_L008_R1_001	5200.0	2221.0
qc | fastqc-novaseq | Plate_6_C2_22NG7YLT3_S115_L008_R2_001	5143.0	2278.0
qc | fastqc-novaseq | Plate_6_C3_22NG7YLT3_S187_L008_R1_001	5023.0	2754.0
qc | fastqc-novaseq | Plate_6_C3_22NG7YLT3_S187_L008_R2_001	4917.0	2860.0
qc | fastqc-novaseq | Plate_6_C4_22NG7YLT3_S259_L008_R1_001	1882.0	687.0
qc | fastqc-novaseq | Plate_6_C4_22NG7YLT3_S259_L008_R2_001	1903.0	666.0
qc | fastqc-novaseq | Plate_6_C5_22NG7YLT3_S331_L008_R1_001	6626.0	3838.0
qc | fastqc-novaseq | Plate_6_C5_22NG7YLT3_S331_L008_R2_001	6607.0	3857.0
qc | fastqc-novaseq | Plate_6_C6_22NG7YLT3_S403_L008_R1_001	8932.0	5351.0
qc | fastqc-novaseq | Plate_6_C6_22NG7YLT3_S403_L008_R2_001	9193.0	5090.0
qc | fastqc-novaseq | Plate_6_C7_22NG7YLT3_S475_L008_R1_001	7278.0	3598.0
qc | fastqc-novaseq | Plate_6_C7_22NG7YLT3_S475_L008_R2_001	6962.0	3914.0
qc | fastqc-novaseq | Plate_6_C8_22NG7YLT3_S542_L008_R1_001	639774.0	1247811.0
qc | fastqc-novaseq | Plate_6_C8_22NG7YLT3_S542_L008_R2_001	608357.0	1279228.0
qc | fastqc-novaseq | Plate_6_C9_22NG7YLT3_S606_L008_R1_001	459202.0	882880.0
qc | fastqc-novaseq | Plate_6_C9_22NG7YLT3_S606_L008_R2_001	443580.0	898502.0
qc | fastqc-novaseq | Plate_6_D10_22NG7YLT3_S671_L008_R1_001	729529.0	1028410.0
qc | fastqc-novaseq | Plate_6_D10_22NG7YLT3_S671_L008_R2_001	730352.0	1027587.0
qc | fastqc-novaseq | Plate_6_D11_22NG7YLT3_S735_L008_R1_001	400238.0	676717.0
qc | fastqc-novaseq | Plate_6_D11_22NG7YLT3_S735_L008_R2_001	387937.0	689018.0
qc | fastqc-novaseq | Plate_6_D1_22NG7YLT3_S44_L008_R1_001	4022.0	1869.0
qc | fastqc-novaseq | Plate_6_D1_22NG7YLT3_S44_L008_R2_001	3949.0	1942.0
qc | fastqc-novaseq | Plate_6_D2_22NG7YLT3_S116_L008_R1_001	3184.0	1149.0
qc | fastqc-novaseq | Plate_6_D2_22NG7YLT3_S116_L008_R2_001	3055.0	1278.0
qc | fastqc-novaseq | Plate_6_D3_22NG7YLT3_S188_L008_R1_001	2925.0	1505.0
qc | fastqc-novaseq | Plate_6_D3_22NG7YLT3_S188_L008_R2_001	2869.0	1561.0
qc | fastqc-novaseq | Plate_6_D4_22NG7YLT3_S260_L008_R1_001	1446.0	402.0
qc | fastqc-novaseq | Plate_6_D4_22NG7YLT3_S260_L008_R2_001	1389.0	459.0
qc | fastqc-novaseq | Plate_6_D5_22NG7YLT3_S332_L008_R1_001	4246.0	2055.0
qc | fastqc-novaseq | Plate_6_D5_22NG7YLT3_S332_L008_R2_001	4192.0	2109.0
qc | fastqc-novaseq | Plate_6_D6_22NG7YLT3_S404_L008_R1_001	3898.0	1715.0
qc | fastqc-novaseq | Plate_6_D6_22NG7YLT3_S404_L008_R2_001	3782.0	1831.0
qc | fastqc-novaseq | Plate_6_D7_22NG7YLT3_S476_L008_R1_001	5974.0	2695.0
qc | fastqc-novaseq | Plate_6_D7_22NG7YLT3_S476_L008_R2_001	5711.0	2958.0
qc | fastqc-novaseq | Plate_6_D8_22NG7YLT3_S543_L008_R1_001	159671.0	154214.0
qc | fastqc-novaseq | Plate_6_D8_22NG7YLT3_S543_L008_R2_001	148393.0	165492.0
qc | fastqc-novaseq | Plate_6_D9_22NG7YLT3_S607_L008_R1_001	8894.0	4808.0
qc | fastqc-novaseq | Plate_6_D9_22NG7YLT3_S607_L008_R2_001	8286.0	5416.0
qc | fastqc-novaseq | Plate_6_E10_22NG7YLT3_S672_L008_R1_001	494532.0	953196.0
qc | fastqc-novaseq | Plate_6_E10_22NG7YLT3_S672_L008_R2_001	503853.0	943875.0
qc | fastqc-novaseq | Plate_6_E11_22NG7YLT3_S736_L008_R1_001	519578.0	1219598.0
qc | fastqc-novaseq | Plate_6_E11_22NG7YLT3_S736_L008_R2_001	556394.0	1182782.0
qc | fastqc-novaseq | Plate_6_E1_22NG7YLT3_S45_L008_R1_001	6170.0	3886.0
qc | fastqc-novaseq | Plate_6_E1_22NG7YLT3_S45_L008_R2_001	6049.0	4007.0
qc | fastqc-novaseq | Plate_6_E2_22NG7YLT3_S117_L008_R1_001	4423.0	2210.0
qc | fastqc-novaseq | Plate_6_E2_22NG7YLT3_S117_L008_R2_001	4296.0	2337.0
qc | fastqc-novaseq | Plate_6_E3_22NG7YLT3_S189_L008_R1_001	5613.0	3300.0
qc | fastqc-novaseq | Plate_6_E3_22NG7YLT3_S189_L008_R2_001	5408.0	3505.0
qc | fastqc-novaseq | Plate_6_E4_22NG7YLT3_S261_L008_R1_001	2017.0	798.0
qc | fastqc-novaseq | Plate_6_E4_22NG7YLT3_S261_L008_R2_001	1987.0	828.0
qc | fastqc-novaseq | Plate_6_E5_22NG7YLT3_S333_L008_R1_001	5938.0	3492.0
qc | fastqc-novaseq | Plate_6_E5_22NG7YLT3_S333_L008_R2_001	5793.0	3637.0
qc | fastqc-novaseq | Plate_6_E6_22NG7YLT3_S405_L008_R1_001	11228.0	9365.0
qc | fastqc-novaseq | Plate_6_E6_22NG7YLT3_S405_L008_R2_001	11704.0	8889.0
qc | fastqc-novaseq | Plate_6_E7_22NG7YLT3_S477_L008_R1_001	8993.0	4655.0
qc | fastqc-novaseq | Plate_6_E7_22NG7YLT3_S477_L008_R2_001	8273.0	5375.0
qc | fastqc-novaseq | Plate_6_E8_22NG7YLT3_S544_L008_R1_001	623049.0	1740901.0
qc | fastqc-novaseq | Plate_6_E8_22NG7YLT3_S544_L008_R2_001	562646.0	1801304.0
qc | fastqc-novaseq | Plate_6_E9_22NG7YLT3_S608_L008_R1_001	676377.0	1760326.0
qc | fastqc-novaseq | Plate_6_E9_22NG7YLT3_S608_L008_R2_001	600360.0	1836343.0
qc | fastqc-novaseq | Plate_6_F10_22NG7YLT3_S673_L008_R1_001	917399.0	1932971.0
qc | fastqc-novaseq | Plate_6_F10_22NG7YLT3_S673_L008_R2_001	927344.0	1923026.0
qc | fastqc-novaseq | Plate_6_F11_22NG7YLT3_S737_L008_R1_001	558187.0	1186783.0
qc | fastqc-novaseq | Plate_6_F11_22NG7YLT3_S737_L008_R2_001	522976.0	1221994.0
qc | fastqc-novaseq | Plate_6_F1_22NG7YLT3_S46_L008_R1_001	9149.0	7583.0
qc | fastqc-novaseq | Plate_6_F1_22NG7YLT3_S46_L008_R2_001	9239.0	7493.0
qc | fastqc-novaseq | Plate_6_F2_22NG7YLT3_S118_L008_R1_001	8783.0	3799.0
qc | fastqc-novaseq | Plate_6_F2_22NG7YLT3_S118_L008_R2_001	8868.0	3714.0
qc | fastqc-novaseq | Plate_6_F3_22NG7YLT3_S190_L008_R1_001	6372.0	3525.0
qc | fastqc-novaseq | Plate_6_F3_22NG7YLT3_S190_L008_R2_001	6154.0	3743.0
qc | fastqc-novaseq | Plate_6_F4_22NG7YLT3_S262_L008_R1_001	2500.0	949.0
qc | fastqc-novaseq | Plate_6_F4_22NG7YLT3_S262_L008_R2_001	2454.0	995.0
qc | fastqc-novaseq | Plate_6_F5_22NG7YLT3_S334_L008_R1_001	8143.0	5699.0
qc | fastqc-novaseq | Plate_6_F5_22NG7YLT3_S334_L008_R2_001	8100.0	5742.0
qc | fastqc-novaseq | Plate_6_F6_22NG7YLT3_S406_L008_R1_001	14072.0	18687.0
qc | fastqc-novaseq | Plate_6_F6_22NG7YLT3_S406_L008_R2_001	15081.0	17678.0
qc | fastqc-novaseq | Plate_6_F7_22NG7YLT3_S478_L008_R1_001	9475.0	4932.0
qc | fastqc-novaseq | Plate_6_F7_22NG7YLT3_S478_L008_R2_001	8729.0	5678.0
qc | fastqc-novaseq | Plate_6_F8_22NG7YLT3_S545_L008_R1_001	691273.0	1444208.0
qc | fastqc-novaseq | Plate_6_F8_22NG7YLT3_S545_L008_R2_001	630879.0	1504602.0
qc | fastqc-novaseq | Plate_6_F9_22NG7YLT3_S609_L008_R1_001	927922.0	2117835.0
qc | fastqc-novaseq | Plate_6_F9_22NG7YLT3_S609_L008_R2_001	903252.0	2142505.0
qc | fastqc-novaseq | Plate_6_G10_22NG7YLT3_S674_L008_R1_001	395858.0	1212419.0
qc | fastqc-novaseq | Plate_6_G10_22NG7YLT3_S674_L008_R2_001	418100.0	1190177.0
qc | fastqc-novaseq | Plate_6_G11_22NG7YLT3_S738_L008_R1_001	501353.0	1312172.0
qc | fastqc-novaseq | Plate_6_G11_22NG7YLT3_S738_L008_R2_001	496504.0	1317021.0
qc | fastqc-novaseq | Plate_6_G1_22NG7YLT3_S47_L008_R1_001	10196.0	9392.0
qc | fastqc-novaseq | Plate_6_G1_22NG7YLT3_S47_L008_R2_001	10988.0	8600.0
qc | fastqc-novaseq | Plate_6_G2_22NG7YLT3_S119_L008_R1_001	4073.0	2078.0
qc | fastqc-novaseq | Plate_6_G2_22NG7YLT3_S119_L008_R2_001	3857.0	2294.0
qc | fastqc-novaseq | Plate_6_G3_22NG7YLT3_S191_L008_R1_001	6405.0	4078.0
qc | fastqc-novaseq | Plate_6_G3_22NG7YLT3_S191_L008_R2_001	6533.0	3950.0
qc | fastqc-novaseq | Plate_6_G4_22NG7YLT3_S263_L008_R1_001	3145.0	956.0
qc | fastqc-novaseq | Plate_6_G4_22NG7YLT3_S263_L008_R2_001	3129.0	972.0
qc | fastqc-novaseq | Plate_6_G5_22NG7YLT3_S335_L008_R1_001	8877.0	6651.0
qc | fastqc-novaseq | Plate_6_G5_22NG7YLT3_S335_L008_R2_001	9172.0	6356.0
qc | fastqc-novaseq | Plate_6_G6_22NG7YLT3_S407_L008_R1_001	5723.0	3437.0
qc | fastqc-novaseq | Plate_6_G6_22NG7YLT3_S407_L008_R2_001	5690.0	3470.0
qc | fastqc-novaseq | Plate_6_G7_22NG7YLT3_S479_L008_R1_001	7929.0	4531.0
qc | fastqc-novaseq | Plate_6_G7_22NG7YLT3_S479_L008_R2_001	7483.0	4977.0
qc | fastqc-novaseq | Plate_6_G8_22NG7YLT3_S546_L008_R1_001	418156.0	1268484.0
qc | fastqc-novaseq | Plate_6_G8_22NG7YLT3_S546_L008_R2_001	436975.0	1249665.0
qc | fastqc-novaseq | Plate_6_G9_22NG7YLT3_S610_L008_R1_001	601329.0	1247271.0
qc | fastqc-novaseq | Plate_6_G9_22NG7YLT3_S610_L008_R2_001	636885.0	1211715.0
qc | fastqc-novaseq | Plate_6_H10_22NG7YLT3_S675_L008_R1_001	854215.0	3031807.0
qc | fastqc-novaseq | Plate_6_H10_22NG7YLT3_S675_L008_R2_001	778633.0	3107389.0
qc | fastqc-novaseq | Plate_6_H11_22NG7YLT3_S739_L008_R1_001	481218.0	1686675.0
qc | fastqc-novaseq | Plate_6_H11_22NG7YLT3_S739_L008_R2_001	455357.0	1712536.0
qc | fastqc-novaseq | Plate_6_H1_22NG7YLT3_S48_L008_R1_001	6948.0	4463.0
qc | fastqc-novaseq | Plate_6_H1_22NG7YLT3_S48_L008_R2_001	6701.0	4710.0
qc | fastqc-novaseq | Plate_6_H2_22NG7YLT3_S120_L008_R1_001	4673.0	2395.0
qc | fastqc-novaseq | Plate_6_H2_22NG7YLT3_S120_L008_R2_001	4414.0	2654.0
qc | fastqc-novaseq | Plate_6_H3_22NG7YLT3_S192_L008_R1_001	7982.0	5776.0
qc | fastqc-novaseq | Plate_6_H3_22NG7YLT3_S192_L008_R2_001	7885.0	5873.0
qc | fastqc-novaseq | Plate_6_H4_22NG7YLT3_S264_L008_R1_001	2198.0	798.0
qc | fastqc-novaseq | Plate_6_H4_22NG7YLT3_S264_L008_R2_001	2113.0	883.0
qc | fastqc-novaseq | Plate_6_H5_22NG7YLT3_S336_L008_R1_001	10826.0	8979.0
qc | fastqc-novaseq | Plate_6_H5_22NG7YLT3_S336_L008_R2_001	10951.0	8854.0
qc | fastqc-novaseq | Plate_6_H6_22NG7YLT3_S408_L008_R1_001	8991.0	6936.0
qc | fastqc-novaseq | Plate_6_H6_22NG7YLT3_S408_L008_R2_001	8843.0	7084.0
qc | fastqc-novaseq | Plate_6_H7_22NG7YLT3_S480_L008_R1_001	10482.0	6515.0
qc | fastqc-novaseq | Plate_6_H7_22NG7YLT3_S480_L008_R2_001	9268.0	7729.0
qc | fastqc-novaseq | Plate_6_H8_22NG7YLT3_S547_L008_R1_001	659590.0	2424095.0
qc | fastqc-novaseq | Plate_6_H8_22NG7YLT3_S547_L008_R2_001	637634.0	2446051.0
qc | fastqc-novaseq | Plate_6_H9_22NG7YLT3_S611_L008_R1_001	888682.0	3213279.0
qc | fastqc-novaseq | Plate_6_H9_22NG7YLT3_S611_L008_R2_001	723506.0	3378455.0
qc | fastqc-novaseq | Plate_7_A10_22NG7YLT3_S676_L008_R1_001	142025.0	363058.0
qc | fastqc-novaseq | Plate_7_A10_22NG7YLT3_S676_L008_R2_001	147655.0	357428.0
qc | fastqc-novaseq | Plate_7_A11_22NG7YLT3_S740_L008_R1_001	143392.0	893419.0
qc | fastqc-novaseq | Plate_7_A11_22NG7YLT3_S740_L008_R2_001	171293.0	865518.0
qc | fastqc-novaseq | Plate_7_A12_22NG7YLT3_S796_L008_R1_001	62679.0	103089.0
qc | fastqc-novaseq | Plate_7_A12_22NG7YLT3_S796_L008_R2_001	63782.0	101986.0
qc | fastqc-novaseq | Plate_7_A1_22NG7YLT3_S49_L008_R1_001	126468.0	231694.0
qc | fastqc-novaseq | Plate_7_A1_22NG7YLT3_S49_L008_R2_001	134182.0	223980.0
qc | fastqc-novaseq | Plate_7_A2_22NG7YLT3_S121_L008_R1_001	82075.0	278371.0
qc | fastqc-novaseq | Plate_7_A2_22NG7YLT3_S121_L008_R2_001	95675.0	264771.0
qc | fastqc-novaseq | Plate_7_A3_22NG7YLT3_S193_L008_R1_001	98303.0	221137.0
qc | fastqc-novaseq | Plate_7_A3_22NG7YLT3_S193_L008_R2_001	102910.0	216530.0
qc | fastqc-novaseq | Plate_7_A4_22NG7YLT3_S265_L008_R1_001	1258.0	458.0
qc | fastqc-novaseq | Plate_7_A4_22NG7YLT3_S265_L008_R2_001	1261.0	455.0
qc | fastqc-novaseq | Plate_7_A5_22NG7YLT3_S337_L008_R1_001	151408.0	300205.0
qc | fastqc-novaseq | Plate_7_A5_22NG7YLT3_S337_L008_R2_001	165907.0	285706.0
qc | fastqc-novaseq | Plate_7_A6_22NG7YLT3_S409_L008_R1_001	169229.0	276211.0
qc | fastqc-novaseq | Plate_7_A6_22NG7YLT3_S409_L008_R2_001	176791.0	268649.0
qc | fastqc-novaseq | Plate_7_A7_22NG7YLT3_S481_L008_R1_001	132729.0	198556.0
qc | fastqc-novaseq | Plate_7_A7_22NG7YLT3_S481_L008_R2_001	135328.0	195957.0
qc | fastqc-novaseq | Plate_7_A8_22NG7YLT3_S548_L008_R1_001	105967.0	230273.0
qc | fastqc-novaseq | Plate_7_A8_22NG7YLT3_S548_L008_R2_001	107774.0	228466.0
qc | fastqc-novaseq | Plate_7_A9_22NG7YLT3_S612_L008_R1_001	149700.0	250154.0
qc | fastqc-novaseq | Plate_7_A9_22NG7YLT3_S612_L008_R2_001	150760.0	249094.0
qc | fastqc-novaseq | Plate_7_B10_22NG7YLT3_S677_L008_R1_001	101022.0	242837.0
qc | fastqc-novaseq | Plate_7_B10_22NG7YLT3_S677_L008_R2_001	104114.0	239745.0
qc | fastqc-novaseq | Plate_7_B11_22NG7YLT3_S741_L008_R1_001	169520.0	1093543.0
qc | fastqc-novaseq | Plate_7_B11_22NG7YLT3_S741_L008_R2_001	204280.0	1058783.0
qc | fastqc-novaseq | Plate_7_B12_22NG7YLT3_S797_L008_R1_001	276957.0	357395.0
qc | fastqc-novaseq | Plate_7_B12_22NG7YLT3_S797_L008_R2_001	240591.0	393761.0
qc | fastqc-novaseq | Plate_7_B1_22NG7YLT3_S50_L008_R1_001	181892.0	268985.0
qc | fastqc-novaseq | Plate_7_B1_22NG7YLT3_S50_L008_R2_001	190385.0	260492.0
qc | fastqc-novaseq | Plate_7_B2_22NG7YLT3_S122_L008_R1_001	100838.0	207487.0
qc | fastqc-novaseq | Plate_7_B2_22NG7YLT3_S122_L008_R2_001	103574.0	204751.0
qc | fastqc-novaseq | Plate_7_B3_22NG7YLT3_S194_L008_R1_001	8548.0	6177.0
qc | fastqc-novaseq | Plate_7_B3_22NG7YLT3_S194_L008_R2_001	8439.0	6286.0
qc | fastqc-novaseq | Plate_7_B4_22NG7YLT3_S266_L008_R1_001	57766.0	70021.0
qc | fastqc-novaseq | Plate_7_B4_22NG7YLT3_S266_L008_R2_001	63774.0	64013.0
qc | fastqc-novaseq | Plate_7_B5_22NG7YLT3_S338_L008_R1_001	173006.0	291812.0
qc | fastqc-novaseq | Plate_7_B5_22NG7YLT3_S338_L008_R2_001	177340.0	287478.0
qc | fastqc-novaseq | Plate_7_B6_22NG7YLT3_S410_L008_R1_001	268707.0	460295.0
qc | fastqc-novaseq | Plate_7_B6_22NG7YLT3_S410_L008_R2_001	276024.0	452978.0
qc | fastqc-novaseq | Plate_7_B7_22NG7YLT3_S482_L008_R1_001	197225.0	291930.0
qc | fastqc-novaseq | Plate_7_B7_22NG7YLT3_S482_L008_R2_001	190022.0	299133.0
qc | fastqc-novaseq | Plate_7_B8_22NG7YLT3_S549_L008_R1_001	153270.0	275360.0
qc | fastqc-novaseq | Plate_7_B8_22NG7YLT3_S549_L008_R2_001	158085.0	270545.0
qc | fastqc-novaseq | Plate_7_B9_22NG7YLT3_S613_L008_R1_001	152137.0	291016.0
qc | fastqc-novaseq | Plate_7_B9_22NG7YLT3_S613_L008_R2_001	157485.0	285668.0
qc | fastqc-novaseq | Plate_7_C10_22NG7YLT3_S678_L008_R1_001	5148.0	2242.0
qc | fastqc-novaseq | Plate_7_C10_22NG7YLT3_S678_L008_R2_001	4833.0	2557.0
qc | fastqc-novaseq | Plate_7_C11_22NG7YLT3_S742_L008_R1_001	6132.0	3029.0
qc | fastqc-novaseq | Plate_7_C11_22NG7YLT3_S742_L008_R2_001	5751.0	3410.0
qc | fastqc-novaseq | Plate_7_C12_22NG7YLT3_S798_L008_R1_001	111906.0	149108.0
qc | fastqc-novaseq | Plate_7_C12_22NG7YLT3_S798_L008_R2_001	107870.0	153144.0
qc | fastqc-novaseq | Plate_7_C1_22NG7YLT3_S51_L008_R1_001	126958.0	222195.0
qc | fastqc-novaseq | Plate_7_C1_22NG7YLT3_S51_L008_R2_001	130866.0	218287.0
qc | fastqc-novaseq | Plate_7_C2_22NG7YLT3_S123_L008_R1_001	87920.0	112588.0
qc | fastqc-novaseq | Plate_7_C2_22NG7YLT3_S123_L008_R2_001	91261.0	109247.0
qc | fastqc-novaseq | Plate_7_C3_22NG7YLT3_S195_L008_R1_001	97805.0	135051.0
qc | fastqc-novaseq | Plate_7_C3_22NG7YLT3_S195_L008_R2_001	104695.0	128161.0
qc | fastqc-novaseq | Plate_7_C4_22NG7YLT3_S267_L008_R1_001	3742.0	1423.0
qc | fastqc-novaseq | Plate_7_C4_22NG7YLT3_S267_L008_R2_001	3769.0	1396.0
qc | fastqc-novaseq | Plate_7_C5_22NG7YLT3_S339_L008_R1_001	100279.0	162444.0
qc | fastqc-novaseq | Plate_7_C5_22NG7YLT3_S339_L008_R2_001	103051.0	159672.0
qc | fastqc-novaseq | Plate_7_C6_22NG7YLT3_S411_L008_R1_001	2644.0	1168.0
qc | fastqc-novaseq | Plate_7_C6_22NG7YLT3_S411_L008_R2_001	2563.0	1249.0
qc | fastqc-novaseq | Plate_7_C7_22NG7YLT3_S483_L008_R1_001	110694.0	163079.0
qc | fastqc-novaseq | Plate_7_C7_22NG7YLT3_S483_L008_R2_001	112679.0	161094.0
qc | fastqc-novaseq | Plate_7_C8_22NG7YLT3_S550_L008_R1_001	99349.0	116915.0
qc | fastqc-novaseq | Plate_7_C8_22NG7YLT3_S550_L008_R2_001	99659.0	116605.0
qc | fastqc-novaseq | Plate_7_C9_22NG7YLT3_S614_L008_R1_001	109428.0	168983.0
qc | fastqc-novaseq | Plate_7_C9_22NG7YLT3_S614_L008_R2_001	110801.0	167610.0
qc | fastqc-novaseq | Plate_7_D10_22NG7YLT3_S679_L008_R1_001	107581.0	206927.0
qc | fastqc-novaseq | Plate_7_D10_22NG7YLT3_S679_L008_R2_001	104377.0	210131.0
qc | fastqc-novaseq | Plate_7_D11_22NG7YLT3_S743_L008_R1_001	8363.0	4313.0
qc | fastqc-novaseq | Plate_7_D11_22NG7YLT3_S743_L008_R2_001	7759.0	4917.0
qc | fastqc-novaseq | Plate_7_D12_22NG7YLT3_S799_L008_R1_001	217435.0	370921.0
qc | fastqc-novaseq | Plate_7_D12_22NG7YLT3_S799_L008_R2_001	207855.0	380501.0
qc | fastqc-novaseq | Plate_7_D1_22NG7YLT3_S52_L008_R1_001	174891.0	384576.0
qc | fastqc-novaseq | Plate_7_D1_22NG7YLT3_S52_L008_R2_001	176588.0	382879.0
qc | fastqc-novaseq | Plate_7_D2_22NG7YLT3_S124_L008_R1_001	101632.0	196656.0
qc | fastqc-novaseq | Plate_7_D2_22NG7YLT3_S124_L008_R2_001	104589.0	193699.0
qc | fastqc-novaseq | Plate_7_D3_22NG7YLT3_S196_L008_R1_001	3168.0	1490.0
qc | fastqc-novaseq | Plate_7_D3_22NG7YLT3_S196_L008_R2_001	2936.0	1722.0
qc | fastqc-novaseq | Plate_7_D4_22NG7YLT3_S268_L008_R1_001	72292.0	67521.0
qc | fastqc-novaseq | Plate_7_D4_22NG7YLT3_S268_L008_R2_001	75483.0	64330.0
qc | fastqc-novaseq | Plate_7_D5_22NG7YLT3_S340_L008_R1_001	365810.0	517767.0
qc | fastqc-novaseq | Plate_7_D5_22NG7YLT3_S340_L008_R2_001	392594.0	490983.0
qc | fastqc-novaseq | Plate_7_D6_22NG7YLT3_S412_L008_R1_001	250444.0	490572.0
qc | fastqc-novaseq | Plate_7_D6_22NG7YLT3_S412_L008_R2_001	261935.0	479081.0
qc | fastqc-novaseq | Plate_7_D7_22NG7YLT3_S484_L008_R1_001	186888.0	274304.0
qc | fastqc-novaseq | Plate_7_D7_22NG7YLT3_S484_L008_R2_001	187050.0	274142.0
qc | fastqc-novaseq | Plate_7_D8_22NG7YLT3_S551_L008_R1_001	201391.0	602001.0
qc | fastqc-novaseq | Plate_7_D8_22NG7YLT3_S551_L008_R2_001	224163.0	579229.0
qc | fastqc-novaseq | Plate_7_D9_22NG7YLT3_S615_L008_R1_001	161927.0	251737.0
qc | fastqc-novaseq | Plate_7_D9_22NG7YLT3_S615_L008_R2_001	151445.0	262219.0
qc | fastqc-novaseq | Plate_7_E10_22NG7YLT3_S680_L008_R1_001	92005.0	108643.0
qc | fastqc-novaseq | Plate_7_E10_22NG7YLT3_S680_L008_R2_001	94494.0	106154.0
qc | fastqc-novaseq | Plate_7_E11_22NG7YLT3_S744_L008_R1_001	131679.0	860098.0
qc | fastqc-novaseq | Plate_7_E11_22NG7YLT3_S744_L008_R2_001	163943.0	827834.0
qc | fastqc-novaseq | Plate_7_E12_22NG7YLT3_S800_L008_R1_001	161538.0	203679.0
qc | fastqc-novaseq | Plate_7_E12_22NG7YLT3_S800_L008_R2_001	146445.0	218772.0
qc | fastqc-novaseq | Plate_7_E1_22NG7YLT3_S53_L008_R1_001	129376.0	225046.0
qc | fastqc-novaseq | Plate_7_E1_22NG7YLT3_S53_L008_R2_001	130137.0	224285.0
qc | fastqc-novaseq | Plate_7_E2_22NG7YLT3_S125_L008_R1_001	89782.0	153843.0
qc | fastqc-novaseq | Plate_7_E2_22NG7YLT3_S125_L008_R2_001	93324.0	150301.0
qc | fastqc-novaseq | Plate_7_E3_22NG7YLT3_S197_L008_R1_001	80788.0	133882.0
qc | fastqc-novaseq | Plate_7_E3_22NG7YLT3_S197_L008_R2_001	87140.0	127530.0
qc | fastqc-novaseq | Plate_7_E4_22NG7YLT3_S269_L008_R1_001	60466.0	51227.0
qc | fastqc-novaseq | Plate_7_E4_22NG7YLT3_S269_L008_R2_001	61096.0	50597.0
qc | fastqc-novaseq | Plate_7_E5_22NG7YLT3_S341_L008_R1_001	2475.0	1241.0
qc | fastqc-novaseq | Plate_7_E5_22NG7YLT3_S341_L008_R2_001	2475.0	1241.0
qc | fastqc-novaseq | Plate_7_E6_22NG7YLT3_S413_L008_R1_001	2824.0	1427.0
qc | fastqc-novaseq | Plate_7_E6_22NG7YLT3_S413_L008_R2_001	2717.0	1534.0
qc | fastqc-novaseq | Plate_7_E7_22NG7YLT3_S485_L008_R1_001	3836.0	1702.0
qc | fastqc-novaseq | Plate_7_E7_22NG7YLT3_S485_L008_R2_001	3617.0	1921.0
qc | fastqc-novaseq | Plate_7_E8_22NG7YLT3_S552_L008_R1_001	157087.0	197889.0
qc | fastqc-novaseq | Plate_7_E8_22NG7YLT3_S552_L008_R2_001	148298.0	206678.0
qc | fastqc-novaseq | Plate_7_E9_22NG7YLT3_S616_L008_R1_001	135792.0	162981.0
qc | fastqc-novaseq | Plate_7_E9_22NG7YLT3_S616_L008_R2_001	138376.0	160397.0
qc | fastqc-novaseq | Plate_7_F10_22NG7YLT3_S681_L008_R1_001	141282.0	281486.0
qc | fastqc-novaseq | Plate_7_F10_22NG7YLT3_S681_L008_R2_001	144985.0	277783.0
qc | fastqc-novaseq | Plate_7_F11_22NG7YLT3_S745_L008_R1_001	145878.0	851878.0
qc | fastqc-novaseq | Plate_7_F11_22NG7YLT3_S745_L008_R2_001	175342.0	822414.0
qc | fastqc-novaseq | Plate_7_F12_22NG7YLT3_S801_L008_R1_001	188294.0	341569.0
qc | fastqc-novaseq | Plate_7_F12_22NG7YLT3_S801_L008_R2_001	176369.0	353494.0
qc | fastqc-novaseq | Plate_7_F1_22NG7YLT3_S54_L008_R1_001	144624.0	337484.0
qc | fastqc-novaseq | Plate_7_F1_22NG7YLT3_S54_L008_R2_001	145308.0	336800.0
qc | fastqc-novaseq | Plate_7_F2_22NG7YLT3_S126_L008_R1_001	90640.0	186617.0
qc | fastqc-novaseq | Plate_7_F2_22NG7YLT3_S126_L008_R2_001	97550.0	179707.0
qc | fastqc-novaseq | Plate_7_F3_22NG7YLT3_S198_L008_R1_001	141215.0	268649.0
qc | fastqc-novaseq | Plate_7_F3_22NG7YLT3_S198_L008_R2_001	146833.0	263031.0
qc | fastqc-novaseq | Plate_7_F4_22NG7YLT3_S270_L008_R1_001	56136.0	65617.0
qc | fastqc-novaseq | Plate_7_F4_22NG7YLT3_S270_L008_R2_001	59836.0	61917.0
qc | fastqc-novaseq | Plate_7_F5_22NG7YLT3_S342_L008_R1_001	195155.0	364755.0
